Country Name,Indicator Name,Indicator Code,Year,Date,Value
Ghana,Annual population groeth rate,SP.POP.GROW,1962,1962-01-01,2.409875158
Ghana,Annual population groeth rate,SP.POP.GROW,1963,1963-01-01,2.388181603
Ghana,Annual population groeth rate,SP.POP.GROW,1964,1964-01-01,2.380383381
Ghana,Annual population groeth rate,SP.POP.GROW,1965,1965-01-01,2.399176079
Ghana,Annual population groeth rate,SP.POP.GROW,1966,1966-01-01,2.405498861
Ghana,Annual population groeth rate,SP.POP.GROW,1967,1967-01-01,2.415225184
Ghana,Annual population groeth rate,SP.POP.GROW,1968,1968-01-01,2.434086696
Ghana,Annual population groeth rate,SP.POP.GROW,1969,1969-01-01,2.501034469
Ghana,Annual population groeth rate,SP.POP.GROW,1970,1970-01-01,2.6730404
Ghana,Annual population groeth rate,SP.POP.GROW,1971,1971-01-01,2.767273417
Ghana,Annual population groeth rate,SP.POP.GROW,1972,1972-01-01,2.814375651
Ghana,Annual population groeth rate,SP.POP.GROW,1973,1973-01-01,2.886775185
Ghana,Annual population groeth rate,SP.POP.GROW,1974,1974-01-01,2.900573315
Ghana,Annual population groeth rate,SP.POP.GROW,1975,1975-01-01,2.89537295
Ghana,Annual population groeth rate,SP.POP.GROW,1976,1976-01-01,2.878285914
Ghana,Annual population groeth rate,SP.POP.GROW,1977,1977-01-01,2.947729892
Ghana,Annual population groeth rate,SP.POP.GROW,1978,1978-01-01,3.03790622
Ghana,Annual population groeth rate,SP.POP.GROW,1979,1979-01-01,3.05380908
Ghana,Annual population groeth rate,SP.POP.GROW,1980,1980-01-01,2.924694147
Ghana,Annual population groeth rate,SP.POP.GROW,1981,1981-01-01,2.809595304
Ghana,Annual population groeth rate,SP.POP.GROW,1982,1982-01-01,2.905715248
Ghana,Annual population groeth rate,SP.POP.GROW,1983,1983-01-01,3.007332556
Ghana,Annual population groeth rate,SP.POP.GROW,1984,1984-01-01,2.581571407
Ghana,Annual population groeth rate,SP.POP.GROW,1985,1985-01-01,2.150430203
Ghana,Annual population groeth rate,SP.POP.GROW,1986,1986-01-01,2.200791731
Ghana,Annual population groeth rate,SP.POP.GROW,1987,1987-01-01,2.29278306
Ghana,Annual population groeth rate,SP.POP.GROW,1988,1988-01-01,2.40254861
Ghana,Annual population groeth rate,SP.POP.GROW,1989,1989-01-01,2.498124316
Ghana,Annual population groeth rate,SP.POP.GROW,1990,1990-01-01,2.551561856
Ghana,Annual population groeth rate,SP.POP.GROW,1991,1991-01-01,2.519831776
Ghana,Annual population groeth rate,SP.POP.GROW,1992,1992-01-01,2.485769411
Ghana,Annual population groeth rate,SP.POP.GROW,1993,1993-01-01,2.469518199
Ghana,Annual population groeth rate,SP.POP.GROW,1994,1994-01-01,2.404156515
Ghana,Annual population groeth rate,SP.POP.GROW,1995,1995-01-01,2.360103481
Ghana,Annual population groeth rate,SP.POP.GROW,1996,1996-01-01,2.335654971
Ghana,Annual population groeth rate,SP.POP.GROW,1997,1997-01-01,2.378959574
Ghana,Annual population groeth rate,SP.POP.GROW,1998,1998-01-01,2.432367719
Ghana,Annual population groeth rate,SP.POP.GROW,1999,1999-01-01,2.441208076
Ghana,Annual population groeth rate,SP.POP.GROW,2000,2000-01-01,2.51243584
Ghana,Annual population groeth rate,SP.POP.GROW,2001,2001-01-01,2.663105441
Ghana,Annual population groeth rate,SP.POP.GROW,2002,2002-01-01,2.7501377
Ghana,Annual population groeth rate,SP.POP.GROW,2003,2003-01-01,2.699996233
Ghana,Annual population groeth rate,SP.POP.GROW,2004,2004-01-01,2.648564224
Ghana,Annual population groeth rate,SP.POP.GROW,2005,2005-01-01,2.622757231
Ghana,Annual population groeth rate,SP.POP.GROW,2006,2006-01-01,2.599672365
Ghana,Annual population groeth rate,SP.POP.GROW,2007,2007-01-01,2.577428818
Ghana,Annual population groeth rate,SP.POP.GROW,2008,2008-01-01,2.537779829
Ghana,Annual population groeth rate,SP.POP.GROW,2009,2009-01-01,2.495284986
Ghana,Annual population groeth rate,SP.POP.GROW,2010,2010-01-01,2.43301424
Ghana,Annual population groeth rate,SP.POP.GROW,2011,2011-01-01,2.404971455
Ghana,Annual population groeth rate,SP.POP.GROW,2012,2012-01-01,2.41990908
Ghana,Annual population groeth rate,SP.POP.GROW,2013,2013-01-01,2.409279309
Ghana,Annual population groeth rate,SP.POP.GROW,2014,2014-01-01,2.364985531
Ghana,Annual population groeth rate,SP.POP.GROW,2015,2015-01-01,2.307127331
Ghana,Annual population groeth rate,SP.POP.GROW,2016,2016-01-01,2.276212039
Ghana,Annual population groeth rate,SP.POP.GROW,2017,2017-01-01,2.195357928
Ghana,Annual population groeth rate,SP.POP.GROW,2018,2018-01-01,2.075171366
Ghana,Annual population groeth rate,SP.POP.GROW,2019,2019-01-01,2.0078052
Ghana,Annual population groeth rate,SP.POP.GROW,2020,2020-01-01,1.991819851
Ghana,Annual population groeth rate,SP.POP.GROW,2021,2021-01-01,1.959045844
Ghana,Annual population groeth rate,SP.POP.GROW,2022,2022-01-01,1.920290343
Ghana,Annual population groeth rate,SP.POP.GROW,2023,2023-01-01,1.908602897
Ghana,Annual population groeth rate,SP.POP.GROW,2024,2024-01-01,1.875000103
Ghana,Cereal yield _kg per hectare,AG.YLD.CREL.KG,1960,1960-01-01,NA
Ghana,Cereal yield _kg per hectare,AG.YLD.CREL.KG,1961,1961-01-01,816.4
Ghana,Cereal yield _kg per hectare,AG.YLD.CREL.KG,1962,1962-01-01,809.6
Ghana,Cereal yield _kg per hectare,AG.YLD.CREL.KG,1963,1963-01-01,788.2
Ghana,Cereal yield _kg per hectare,AG.YLD.CREL.KG,1964,1964-01-01,777.6
Ghana,Cereal yield _kg per hectare,AG.YLD.CREL.KG,1965,1965-01-01,809.2
Ghana,Cereal yield _kg per hectare,AG.YLD.CREL.KG,1966,1966-01-01,1088.7
Ghana,Cereal yield _kg per hectare,AG.YLD.CREL.KG,1967,1967-01-01,916.1
Ghana,Cereal yield _kg per hectare,AG.YLD.CREL.KG,1968,1968-01-01,859.3
Ghana,Cereal yield _kg per hectare,AG.YLD.CREL.KG,1969,1969-01-01,824.8
Ghana,Cereal yield _kg per hectare,AG.YLD.CREL.KG,1970,1970-01-01,858.2
Ghana,Cereal yield _kg per hectare,AG.YLD.CREL.KG,1971,1971-01-01,860.7
Ghana,Cereal yield _kg per hectare,AG.YLD.CREL.KG,1972,1972-01-01,867.1
Ghana,Cereal yield _kg per hectare,AG.YLD.CREL.KG,1973,1973-01-01,863.7
Ghana,Cereal yield _kg per hectare,AG.YLD.CREL.KG,1974,1974-01-01,957.1
Ghana,Cereal yield _kg per hectare,AG.YLD.CREL.KG,1975,1975-01-01,834.3
Ghana,Cereal yield _kg per hectare,AG.YLD.CREL.KG,1976,1976-01-01,816.7
Ghana,Cereal yield _kg per hectare,AG.YLD.CREL.KG,1977,1977-01-01,832
Ghana,Cereal yield _kg per hectare,AG.YLD.CREL.KG,1978,1978-01-01,837.2
Ghana,Cereal yield _kg per hectare,AG.YLD.CREL.KG,1979,1979-01-01,844.2
Ghana,Cereal yield _kg per hectare,AG.YLD.CREL.KG,1980,1980-01-01,717.8
Ghana,Cereal yield _kg per hectare,AG.YLD.CREL.KG,1981,1981-01-01,860
Ghana,Cereal yield _kg per hectare,AG.YLD.CREL.KG,1982,1982-01-01,764
Ghana,Cereal yield _kg per hectare,AG.YLD.CREL.KG,1983,1983-01-01,517.4
Ghana,Cereal yield _kg per hectare,AG.YLD.CREL.KG,1984,1984-01-01,840.1
Ghana,Cereal yield _kg per hectare,AG.YLD.CREL.KG,1985,1985-01-01,890.7
Ghana,Cereal yield _kg per hectare,AG.YLD.CREL.KG,1986,1986-01-01,984.8
Ghana,Cereal yield _kg per hectare,AG.YLD.CREL.KG,1987,1987-01-01,938.6
Ghana,Cereal yield _kg per hectare,AG.YLD.CREL.KG,1988,1988-01-01,1095.8
Ghana,Cereal yield _kg per hectare,AG.YLD.CREL.KG,1989,1989-01-01,1012.9
Ghana,Cereal yield _kg per hectare,AG.YLD.CREL.KG,1990,1990-01-01,989.2
Ghana,Cereal yield _kg per hectare,AG.YLD.CREL.KG,1991,1991-01-01,1220.8
Ghana,Cereal yield _kg per hectare,AG.YLD.CREL.KG,1992,1992-01-01,1042.1
Ghana,Cereal yield _kg per hectare,AG.YLD.CREL.KG,1993,1993-01-01,1340.2
Ghana,Cereal yield _kg per hectare,AG.YLD.CREL.KG,1994,1994-01-01,1327.5
Ghana,Cereal yield _kg per hectare,AG.YLD.CREL.KG,1995,1995-01-01,1354.1
Ghana,Cereal yield _kg per hectare,AG.YLD.CREL.KG,1996,1996-01-01,1389.2
Ghana,Cereal yield _kg per hectare,AG.YLD.CREL.KG,1997,1997-01-01,1321.7
Ghana,Cereal yield _kg per hectare,AG.YLD.CREL.KG,1998,1998-01-01,1333.8
Ghana,Cereal yield _kg per hectare,AG.YLD.CREL.KG,1999,1999-01-01,1297
Ghana,Cereal yield _kg per hectare,AG.YLD.CREL.KG,2000,2000-01-01,1309.2
Ghana,Cereal yield _kg per hectare,AG.YLD.CREL.KG,2001,2001-01-01,1186.1
Ghana,Cereal yield _kg per hectare,AG.YLD.CREL.KG,2002,2002-01-01,1349
Ghana,Cereal yield _kg per hectare,AG.YLD.CREL.KG,2003,2003-01-01,1396.4
Ghana,Cereal yield _kg per hectare,AG.YLD.CREL.KG,2004,2004-01-01,1373.3
Ghana,Cereal yield _kg per hectare,AG.YLD.CREL.KG,2005,2005-01-01,1432.3
Ghana,Cereal yield _kg per hectare,AG.YLD.CREL.KG,2006,2006-01-01,1334.5
Ghana,Cereal yield _kg per hectare,AG.YLD.CREL.KG,2007,2007-01-01,1317
Ghana,Cereal yield _kg per hectare,AG.YLD.CREL.KG,2008,2008-01-01,1598.1
Ghana,Cereal yield _kg per hectare,AG.YLD.CREL.KG,2009,2009-01-01,1659.8
Ghana,Cereal yield _kg per hectare,AG.YLD.CREL.KG,2010,2010-01-01,1814.3
Ghana,Cereal yield _kg per hectare,AG.YLD.CREL.KG,2011,2011-01-01,1594.2
Ghana,Cereal yield _kg per hectare,AG.YLD.CREL.KG,2012,2012-01-01,1768.1
Ghana,Cereal yield _kg per hectare,AG.YLD.CREL.KG,2013,2013-01-01,1688.8
Ghana,Cereal yield _kg per hectare,AG.YLD.CREL.KG,2014,2014-01-01,1703.4
Ghana,Cereal yield _kg per hectare,AG.YLD.CREL.KG,2015,2015-01-01,1830.3
Ghana,Cereal yield _kg per hectare,AG.YLD.CREL.KG,2016,2016-01-01,1842.4
Ghana,Cereal yield _kg per hectare,AG.YLD.CREL.KG,2017,2017-01-01,1930.7
Ghana,Cereal yield _kg per hectare,AG.YLD.CREL.KG,2018,2018-01-01,2172.6
Ghana,Cereal yield _kg per hectare,AG.YLD.CREL.KG,2019,2019-01-01,2346.2
Ghana,Cereal yield _kg per hectare,AG.YLD.CREL.KG,2020,2020-01-01,2410.8
Ghana,Cereal yield _kg per hectare,AG.YLD.CREL.KG,2021,2021-01-01,2360.5
Ghana,Cereal yield _kg per hectare,AG.YLD.CREL.KG,2022,2022-01-01,2503.9
Ghana,Cereal yield _kg per hectare,AG.YLD.CREL.KG,2023,2023-01-01,NA
Ghana,Cereal yield _kg per hectare,AG.YLD.CREL.KG,2024,2024-01-01,NA
Ghana,Crude death rate_per 1000 people,SP.DYN.CDRT.IN,1960,1960-01-01,19.182
Ghana,Crude death rate_per 1000 people,SP.DYN.CDRT.IN,1961,1961-01-01,18.942
Ghana,Crude death rate_per 1000 people,SP.DYN.CDRT.IN,1962,1962-01-01,19.159
Ghana,Crude death rate_per 1000 people,SP.DYN.CDRT.IN,1963,1963-01-01,19.232
Ghana,Crude death rate_per 1000 people,SP.DYN.CDRT.IN,1964,1964-01-01,19.203
Ghana,Crude death rate_per 1000 people,SP.DYN.CDRT.IN,1965,1965-01-01,19.184
Ghana,Crude death rate_per 1000 people,SP.DYN.CDRT.IN,1966,1966-01-01,19.123
Ghana,Crude death rate_per 1000 people,SP.DYN.CDRT.IN,1967,1967-01-01,19.077
Ghana,Crude death rate_per 1000 people,SP.DYN.CDRT.IN,1968,1968-01-01,19.014
Ghana,Crude death rate_per 1000 people,SP.DYN.CDRT.IN,1969,1969-01-01,18.896
Ghana,Crude death rate_per 1000 people,SP.DYN.CDRT.IN,1970,1970-01-01,18.779
Ghana,Crude death rate_per 1000 people,SP.DYN.CDRT.IN,1971,1971-01-01,18.47
Ghana,Crude death rate_per 1000 people,SP.DYN.CDRT.IN,1972,1972-01-01,17.76
Ghana,Crude death rate_per 1000 people,SP.DYN.CDRT.IN,1973,1973-01-01,17.267
Ghana,Crude death rate_per 1000 people,SP.DYN.CDRT.IN,1974,1974-01-01,16.812
Ghana,Crude death rate_per 1000 people,SP.DYN.CDRT.IN,1975,1975-01-01,16.328
Ghana,Crude death rate_per 1000 people,SP.DYN.CDRT.IN,1976,1976-01-01,15.877
Ghana,Crude death rate_per 1000 people,SP.DYN.CDRT.IN,1977,1977-01-01,15.464
Ghana,Crude death rate_per 1000 people,SP.DYN.CDRT.IN,1978,1978-01-01,15.284
Ghana,Crude death rate_per 1000 people,SP.DYN.CDRT.IN,1979,1979-01-01,15.144
Ghana,Crude death rate_per 1000 people,SP.DYN.CDRT.IN,1980,1980-01-01,15.085
Ghana,Crude death rate_per 1000 people,SP.DYN.CDRT.IN,1981,1981-01-01,14.656
Ghana,Crude death rate_per 1000 people,SP.DYN.CDRT.IN,1982,1982-01-01,14.386
Ghana,Crude death rate_per 1000 people,SP.DYN.CDRT.IN,1983,1983-01-01,14.198
Ghana,Crude death rate_per 1000 people,SP.DYN.CDRT.IN,1984,1984-01-01,14.061
Ghana,Crude death rate_per 1000 people,SP.DYN.CDRT.IN,1985,1985-01-01,13.675
Ghana,Crude death rate_per 1000 people,SP.DYN.CDRT.IN,1986,1986-01-01,13.28
Ghana,Crude death rate_per 1000 people,SP.DYN.CDRT.IN,1987,1987-01-01,12.882
Ghana,Crude death rate_per 1000 people,SP.DYN.CDRT.IN,1988,1988-01-01,12.456
Ghana,Crude death rate_per 1000 people,SP.DYN.CDRT.IN,1989,1989-01-01,12.067
Ghana,Crude death rate_per 1000 people,SP.DYN.CDRT.IN,1990,1990-01-01,11.748
Ghana,Crude death rate_per 1000 people,SP.DYN.CDRT.IN,1991,1991-01-01,11.51
Ghana,Crude death rate_per 1000 people,SP.DYN.CDRT.IN,1992,1992-01-01,11.266
Ghana,Crude death rate_per 1000 people,SP.DYN.CDRT.IN,1993,1993-01-01,11.084
Ghana,Crude death rate_per 1000 people,SP.DYN.CDRT.IN,1994,1994-01-01,11.036
Ghana,Crude death rate_per 1000 people,SP.DYN.CDRT.IN,1995,1995-01-01,10.763
Ghana,Crude death rate_per 1000 people,SP.DYN.CDRT.IN,1996,1996-01-01,10.557
Ghana,Crude death rate_per 1000 people,SP.DYN.CDRT.IN,1997,1997-01-01,10.389
Ghana,Crude death rate_per 1000 people,SP.DYN.CDRT.IN,1998,1998-01-01,10.248
Ghana,Crude death rate_per 1000 people,SP.DYN.CDRT.IN,1999,1999-01-01,10.11
Ghana,Crude death rate_per 1000 people,SP.DYN.CDRT.IN,2000,2000-01-01,9.991
Ghana,Crude death rate_per 1000 people,SP.DYN.CDRT.IN,2001,2001-01-01,9.866
Ghana,Crude death rate_per 1000 people,SP.DYN.CDRT.IN,2002,2002-01-01,9.722
Ghana,Crude death rate_per 1000 people,SP.DYN.CDRT.IN,2003,2003-01-01,9.58
Ghana,Crude death rate_per 1000 people,SP.DYN.CDRT.IN,2004,2004-01-01,9.436
Ghana,Crude death rate_per 1000 people,SP.DYN.CDRT.IN,2005,2005-01-01,9.314
Ghana,Crude death rate_per 1000 people,SP.DYN.CDRT.IN,2006,2006-01-01,9.161
Ghana,Crude death rate_per 1000 people,SP.DYN.CDRT.IN,2007,2007-01-01,9.015
Ghana,Crude death rate_per 1000 people,SP.DYN.CDRT.IN,2008,2008-01-01,8.884
Ghana,Crude death rate_per 1000 people,SP.DYN.CDRT.IN,2009,2009-01-01,8.741
Ghana,Crude death rate_per 1000 people,SP.DYN.CDRT.IN,2010,2010-01-01,8.604
Ghana,Crude death rate_per 1000 people,SP.DYN.CDRT.IN,2011,2011-01-01,8.485
Ghana,Crude death rate_per 1000 people,SP.DYN.CDRT.IN,2012,2012-01-01,8.333
Ghana,Crude death rate_per 1000 people,SP.DYN.CDRT.IN,2013,2013-01-01,8.169
Ghana,Crude death rate_per 1000 people,SP.DYN.CDRT.IN,2014,2014-01-01,7.981
Ghana,Crude death rate_per 1000 people,SP.DYN.CDRT.IN,2015,2015-01-01,7.845
Ghana,Crude death rate_per 1000 people,SP.DYN.CDRT.IN,2016,2016-01-01,7.693
Ghana,Crude death rate_per 1000 people,SP.DYN.CDRT.IN,2017,2017-01-01,7.558
Ghana,Crude death rate_per 1000 people,SP.DYN.CDRT.IN,2018,2018-01-01,7.448
Ghana,Crude death rate_per 1000 people,SP.DYN.CDRT.IN,2019,2019-01-01,7.34
Ghana,Crude death rate_per 1000 people,SP.DYN.CDRT.IN,2020,2020-01-01,7.439
Ghana,Crude death rate_per 1000 people,SP.DYN.CDRT.IN,2021,2021-01-01,7.482
Ghana,Crude death rate_per 1000 people,SP.DYN.CDRT.IN,2022,2022-01-01,7.095
Ghana,Crude death rate_per 1000 people,SP.DYN.CDRT.IN,2023,2023-01-01,7.04
Ghana,Crude death rate_per 1000 people,SP.DYN.CDRT.IN,2024,2024-01-01,NA
Ghana,Female population,SP.POP.TOTL.FE.IN,1960,1960-01-01,3402983
Ghana,Female population,SP.POP.TOTL.FE.IN,1961,1961-01-01,3510587
Ghana,Female population,SP.POP.TOTL.FE.IN,1962,1962-01-01,3608526
Ghana,Female population,SP.POP.TOTL.FE.IN,1963,1963-01-01,3707613
Ghana,Female population,SP.POP.TOTL.FE.IN,1964,1964-01-01,3808323
Ghana,Female population,SP.POP.TOTL.FE.IN,1965,1965-01-01,3911440
Ghana,Female population,SP.POP.TOTL.FE.IN,1966,1966-01-01,4016613
Ghana,Female population,SP.POP.TOTL.FE.IN,1967,1967-01-01,4124220
Ghana,Female population,SP.POP.TOTL.FE.IN,1968,1968-01-01,4234805
Ghana,Female population,SP.POP.TOTL.FE.IN,1969,1969-01-01,4350251
Ghana,Female population,SP.POP.TOTL.FE.IN,1970,1970-01-01,4473875
Ghana,Female population,SP.POP.TOTL.FE.IN,1971,1971-01-01,4600319
Ghana,Female population,SP.POP.TOTL.FE.IN,1972,1972-01-01,4730655
Ghana,Female population,SP.POP.TOTL.FE.IN,1973,1973-01-01,4869959
Ghana,Female population,SP.POP.TOTL.FE.IN,1974,1974-01-01,5014306
Ghana,Female population,SP.POP.TOTL.FE.IN,1975,1975-01-01,5162453
Ghana,Female population,SP.POP.TOTL.FE.IN,1976,1976-01-01,5313549
Ghana,Female population,SP.POP.TOTL.FE.IN,1977,1977-01-01,5475225
Ghana,Female population,SP.POP.TOTL.FE.IN,1978,1978-01-01,5650067
Ghana,Female population,SP.POP.TOTL.FE.IN,1979,1979-01-01,5831724
Ghana,Female population,SP.POP.TOTL.FE.IN,1980,1980-01-01,6005550
Ghana,Female population,SP.POP.TOTL.FE.IN,1981,1981-01-01,6171766
Ghana,Female population,SP.POP.TOTL.FE.IN,1982,1982-01-01,6352550
Ghana,Female population,SP.POP.TOTL.FE.IN,1983,1983-01-01,6550087
Ghana,Female population,SP.POP.TOTL.FE.IN,1984,1984-01-01,6723743
Ghana,Female population,SP.POP.TOTL.FE.IN,1985,1985-01-01,6869761
Ghana,Female population,SP.POP.TOTL.FE.IN,1986,1986-01-01,7022303
Ghana,Female population,SP.POP.TOTL.FE.IN,1987,1987-01-01,7184454
Ghana,Female population,SP.POP.TOTL.FE.IN,1988,1988-01-01,7358036
Ghana,Female population,SP.POP.TOTL.FE.IN,1989,1989-01-01,7542614
Ghana,Female population,SP.POP.TOTL.FE.IN,1990,1990-01-01,7735488
Ghana,Female population,SP.POP.TOTL.FE.IN,1991,1991-01-01,7930394
Ghana,Female population,SP.POP.TOTL.FE.IN,1992,1992-01-01,8127176
Ghana,Female population,SP.POP.TOTL.FE.IN,1993,1993-01-01,8327319
Ghana,Female population,SP.POP.TOTL.FE.IN,1994,1994-01-01,8530629
Ghana,Female population,SP.POP.TOTL.FE.IN,1995,1995-01-01,8738146
Ghana,Female population,SP.POP.TOTL.FE.IN,1996,1996-01-01,8947239
Ghana,Female population,SP.POP.TOTL.FE.IN,1997,1997-01-01,9162969
Ghana,Female population,SP.POP.TOTL.FE.IN,1998,1998-01-01,9387262
Ghana,Female population,SP.POP.TOTL.FE.IN,1999,1999-01-01,9618135
Ghana,Female population,SP.POP.TOTL.FE.IN,2000,2000-01-01,9860638
Ghana,Female population,SP.POP.TOTL.FE.IN,2001,2001-01-01,10123040
Ghana,Female population,SP.POP.TOTL.FE.IN,2002,2002-01-01,10401243
Ghana,Female population,SP.POP.TOTL.FE.IN,2003,2003-01-01,10682004
